user_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
133422169,Warface,H1Z1,Grand Theft Auto V,No More Room in Hell,The Forest,Killing Floor,BLOCKADE 3D,Clicker Heroes,Trove,Call of Duty Modern Warfare 3 - Multiplayer,Arma 2,Call of Duty Modern Warfare 3,Robocraft,Kerbal Space Program,Dirty Bomb,Rocket League,Arma 2 Operation Arrowhead,Warframe,Grand Theft Auto IV,War Thunder
66255019,Fallout 3 - Game of the Year Edition,Tropico 4,L.A. Noire,Anno 2070,The Witcher Enhanced Edition,Thief,Tropico 5,Age of Empires II HD Edition,Mafia II,The Elder Scrolls IV Oblivion,Galactic Civilizations II Ultimate Edition,S.T.A.L.K.E.R. Call of Pripyat,Life Is Strange,Endless Space,Sid Meier's Civilization Beyond Earth,Deus Ex Human Revolution - Director's Cut,SimCity 4 Deluxe,Spore,Company of Heroes 2,Spore Galactic Adventures
186673066,Cities Skylines,Assassin's Creed IV Black Flag,Sid Meier's Civilization Beyond Earth,Anno 2070,RIFT,Far Cry 3,Pillars of Eternity,The Forest,H1Z1,ARK Survival Evolved,7 Days to Die,Stranded Deep,Defiance,Banished,Saints Row IV,State of Decay,Divinity Original Sin,Dying Light,Grand Theft Auto V,Kerbal Space Program
225655173,Dota 2,Team Fortress 2,Garry's Mod,Warframe,Counter-Strike Global Offensive,Sid Meier's Civilization V,The Elder Scrolls V Skyrim,Counter-Strike Source,Counter-Strike,FreeStyle2 Street Basketball,Left 4 Dead 2,Empire Total War,Clicker Heroes,War Thunder,Trove,Free to Play,Natural Selection 2,Company of Heroes (New Steam Version),Grand Theft Auto V,Football Manager 2015
37708732,Call of Duty Black Ops,Call of Duty Black Ops - Multiplayer,Half-Life 2,Call of Duty Modern Warfare 2,Half-Life 2 Episode Two,Half-Life 2 Episode One,Portal,Counter-Strike Condition Zero,Day of Defeat Source,Battlefield Bad Company 2,Sleeping Dogs,Sniper Ghost Warrior,Sniper Elite V2,Call of Duty Modern Warfare 2 - Multiplayer,Left 4 Dead,Call of Duty 4 Modern Warfare,Hitman Absolution,Call of Duty Modern Warfare 3,Saints Row The Third,Call of Duty Ghosts
125589748,Team Fortress 2,Garry's Mod,Counter-Strike Source,Unturned,Warframe,The Elder Scrolls V Skyrim,Left 4 Dead 2,Call of Duty Modern Warfare 3 - Multiplayer,Borderlands 2,Half-Life 2 Deathmatch,Age of Empires II HD Edition,DC Universe Online,Sid Meier's Civilization V,Alien Swarm,PAYDAY 2,Call of Duty Modern Warfare 2 - Multiplayer,Insurgency Modern Infantry Combat,Counter-Strike,Day of Defeat Source,Football Manager 2013
170570863,Don't Starve Together Beta,Terraria,Star Wars Knights of the Old Republic,War Thunder,Undertale,PAYDAY 2,Starbound,FINAL FANTASY VII,Total War SHOGUN 2,Rust,The Elder Scrolls III Morrowind,Counter-Strike Source,Darksiders II,Fallout 3 - Game of the Year Edition,Heroes & Generals,FINAL FANTASY XIV A Realm Reborn,The Witcher 3 Wild Hunt,DmC Devil May Cry,Fallout New Vegas,Path of Exile
212302055,Counter-Strike Global Offensive,Left 4 Dead 2,Sid Meier's Civilization V,Fallout New Vegas,H1Z1,Rocket League,The Elder Scrolls V Skyrim,Call of Duty Modern Warfare 2 - Multiplayer,DayZ,Arma 2 Operation Arrowhead,Rust,Mount & Blade Warband,Tomb Raider,Dota 2,Euro Truck Simulator 2,No More Room in Hell,Call of Duty Black Ops II - Multiplayer,7 Days to Die,Counter-Strike,AdVenture Capitalist
231060378,Dota 2,Unturned,Garry's Mod,Team Fortress 2,Warframe,Trove,FreeStyle2 Street Basketball,Heroes & Generals,Warface,Counter-Strike Nexon Zombies,BLOCKADE 3D,Tom Clancy's Ghost Recon Phantoms - NA,Counter-Strike Global Offensive,No More Room in Hell,Counter-Strike Source,PAYDAY The Heist,Left 4 Dead 2,Sid Meier's Civilization V,The Elder Scrolls V Skyrim,APB Reloaded
81746734,APB Reloaded,DC Universe Online,Dead Island Epidemic,No More Room in Hell,Dirty Bomb,BLOCKADE 3D,Warface,Gotham City Impostors Free To Play,The Mighty Quest For Epic Loot,PlanetSide 2,Nosgoth,Defiance,Blacklight Retribution,Loadout,HAWKEN,Neverwinter,Magicka Wizard Wars,Heroes & Generals,Tom Clancy's Ghost Recon Phantoms - NA,Serious Sam HD The Second Encounter
99083518,Unturned,Portal 2,Garry's Mod,Borderlands 2,Sid Meier's Civilization V,Tomb Raider,Portal,Team Fortress 2,The Elder Scrolls V Skyrim,Borderlands,Borderlands The Pre-Sequel,The Witcher 2 Assassins of Kings Enhanced Edition,The Witcher Enhanced Edition,Fallout 3 - Game of the Year Edition,PAYDAY 2,Left 4 Dead 2,Call of Duty Modern Warfare 3 - Multiplayer,Terraria,Dishonored,BioShock Infinite
85366890,South Park The Stick of Truth,Portal 2,The Witcher 3 Wild Hunt,Tomb Raider,Garry's Mod,The Witcher 2 Assassins of Kings Enhanced Edition,Metro Last Light,Portal,Borderlands 2,Divinity Original Sin,BioShock,Grand Theft Auto IV,Alan Wake,Resident Evil 6 / Biohazard 6,Batman Arkham Origins,DmC Devil May Cry,RAGE,Batman Arkham City GOTY,Batman Arkham Asylum GOTY Edition,Darksiders
188949150,Garry's Mod,Unturned,Metro 2033,Borderlands 2,Grand Theft Auto IV,No More Room in Hell,Arma 3,Goat Simulator,Warframe,BattleBlock Theater,NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full B...,Starbound,BLOCKADE 3D,Dark Souls Prepare to Die Edition,Torchlight II,Portal 2,Assassin's Creed III,Fallout 4,Warface,One Finger Death Punch
8259307,Garry's Mod,Borderlands 2,South Park The Stick of Truth,Torchlight II,Metro 2033,Team Fortress 2,Portal 2,Magicka,Arma 3,Far Cry 3,Saints Row IV,Fallout 4,Deus Ex Human Revolution,Orcs Must Die!,The Elder Scrolls IV Oblivion,Saints Row The Third,Killing Floor,Cities Skylines,Torchlight,Dishonored
176103650,Unturned,DOOM 3 BFG Edition,Call of Duty Advanced Warfare,Fallout 4,State of Decay,Arma 3,Watch_Dogs,Fable - The Lost Chapters,Wolfenstein The New Order,Metro Last Light Redux,METAL GEAR SOLID V THE PHANTOM PAIN,Sniper Elite 3,Warface,METAL GEAR SOLID V GROUND ZEROES,The Evil Within,Homefront,METAL GEAR RISING REVENGEANCE,Metro 2033,Call of Duty Advanced Warfare - Multiplayer,GunZ 2 The Second Duel
200673341,Heroes & Generals,Unturned,PAYDAY The Heist,The Mighty Quest For Epic Loot,HAWKEN,Counter-Strike Global Offensive,Don't Starve Together Beta,Tom Clancy's Ghost Recon Phantoms - NA,AdVenture Capitalist,Dota 2,Left 4 Dead 2,Tom Clancy's Ghost Recon Phantoms - EU,Dead Island Epidemic,Brawlhalla,Trove,Insurgency,Call of Duty Black Ops II - Multiplayer,APB Reloaded,Rocket League,No More Room in Hell
178761785,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
102921672,The Witcher 2 Assassins of Kings Enhanced Edition,BioShock Infinite,Fallout New Vegas,Torchlight II,Tomb Raider,Dishonored,Terraria,Chivalry Medieval Warfare,The Witcher Enhanced Edition,Sid Meier's Civilization V,The Elder Scrolls V Skyrim,Dead Island,Don't Starve Together Beta,Starbound,Far Cry 3,Don't Starve,PAYDAY 2,Borderlands 2,Darksiders II,The Witcher 3 Wild Hunt
118838369,FreeStyle2 Street Basketball,Resident Evil 6 / Biohazard 6,Dead Island,Dead Island Riptide,Football Manager 2011,NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full B...,BattleBlock Theater,Aura Kingdom,IL-2 Sturmovik Cliffs of Dover,SOMA,Magicite,Call of Juarez Gunslinger,Tropico 3 - Steam Special Edition,Saints Row 2,Call of Duty Advanced Warfare - Multiplayer,Poly Bridge,Resident Evil Revelations 2 / Biohazard Revela...,Knights of Pen and Paper +1,GameMaker Studio,Mercenary Kings
43908860,Half-Life 2,Portal,Portal 2,Call of Duty Modern Warfare 2 - Multiplayer,Call of Duty Modern Warfare 3,Call of Duty Black Ops - Multiplayer,Call of Duty Modern Warfare 3 - Multiplayer,Grand Theft Auto IV,Call of Duty Black Ops,Half-Life 2 Episode Two,Call of Duty Modern Warfare 2,Half-Life 2 Episode One,Left 4 Dead,Sid Meier's Civilization V,Sniper Elite V2,Team Fortress 2,Age of Empires II HD Edition,Battlefield Bad Company 2,DC Universe Online,Hitman Absolution
112944877,Unturned,Team Fortress 2,Dota 2,Garry's Mod,Counter-Strike Source,Warframe,Heroes & Generals,The Elder Scrolls V Skyrim,War Thunder,PAYDAY 2,Left 4 Dead 2,Trove,Tom Clancy's Ghost Recon Phantoms - NA,Robocraft,Counter-Strike,Terraria,Sid Meier's Civilization V,Warface,BLOCKADE 3D,Counter-Strike Nexon Zombies
269759752,Medieval II Total War,Total War ROME II - Emperor Edition,Total War ATTILA,Napoleon Total War,Medieval II Total War Kingdoms,Homefront,Age of Wonders III,Rome Total War,STAR WARS Knights of the Old Republic II The S...,Rome Total War - Alexander,Anno 2070,Sins of a Solar Empire Rebellion,Company of Heroes,Football Manager 2012,Game of Thrones - A Telltale Games Series,The Elder Scrolls III Morrowind,Crusader Kings II,Rocket League,Age of Mythology Extended Edition,R.U.S.E
95924900,Call of Duty Modern Warfare 3 - Multiplayer,Age of Empires II HD Edition,Football Manager 2015,Football Manager 2013,Call of Duty Modern Warfare 2 - Multiplayer,Aliens vs. Predator,America's Army 3,Football Manager 2009,Football Manager 2014,Football Manager 2010,APB Reloaded,Call of Duty Modern Warfare 2,Napoleon Total War,Left 4 Dead,Duke Nukem Forever,Call of Duty Modern Warfare 3,Saints Row The Third,Football Manager 2016,7 Days to Die,Cricket Captain 2014
66615366,Portal 2,Portal,Borderlands,Sid Meier's Civilization V,Deus Ex Human Revolution,Left 4 Dead,The Witcher Enhanced Edition,Borderlands The Pre-Sequel,The Witcher 2 Assassins of Kings Enhanced Edition,Bastion,Batman Arkham City GOTY,DC Universe Online,The Elder Scrolls V Skyrim,Borderlands 2,Dishonored,Darksiders II,Fallout New Vegas,Torchlight II,BioShock,Batman Arkham Asylum GOTY Edition
189123038,Left 4 Dead 2,Counter-Strike Global Offensive,Fallout New Vegas,DayZ,Rust,PAYDAY 2,The Elder Scrolls V Skyrim,Sid Meier's Civilization V,Terraria,Counter-Strike,War Thunder,Counter-Strike Source,Arma 2 Operation Arrowhead,Rocket League,Heroes & Generals,Far Cry 3,Team Fortress 2,Clicker Heroes,No More Room in Hell,Warframe
216002631,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
102825821,Loadout,Dungeon Defenders II,BattleBlock Theater,FreeStyle2 Street Basketball,Magicka Wizard Wars,Resident Evil 6 / Biohazard 6,Castle Crashers,SpeedRunners,Trine 2,Just Cause 2 Multiplayer Mod,One Finger Death Punch,Call of Duty Advanced Warfare - Multiplayer,Dead Rising 3,Dirty Bomb,Magic Duels,World of Guns Gun Disassembly,Trove,Far Cry 3,Sniper Ghost Warrior 2,Batman Arkham Origins
835015,Half-Life 2,Deus Ex Human Revolution,Age of Empires II HD Edition,Mafia II,Portal,Portal 2,Half-Life 2 Episode One,Duke Nukem Forever,"Warhammer 40,000 Dawn of War II",DC Universe Online,Age of Empires III Complete Collection,Alien Swarm,Left 4 Dead,"Warhammer 40,000 Dawn of War II  Retribution",Aliens vs. Predator,Dungeon Defenders,Source Filmmaker,Tropico 4,Day of Defeat Source,S.T.A.L.K.E.R. Call of Pripyat
64137709,Counter-Strike Source,PAYDAY 2,Team Fortress 2,Robocraft,Day of Defeat Source,The Elder Scrolls V Skyrim,Sniper Elite V2,Unturned,DC Universe Online,Half-Life 2 Deathmatch,Age of Empires II HD Edition,Left 4 Dead,Garry's Mod,Call of Duty Modern Warfare 2,Alien Swarm,Euro Truck Simulator 2,War Thunder,Empire Total War,Heroes & Generals,Warframe
11373749,Napoleon Total War,Tropico 3 - Steam Special Edition,FreeStyle2 Street Basketball,The Secret of Monkey Island Special Edition,Portal,Farming Simulator 2013,Transistor,Driver San Francisco,Crysis Warhead,Burnout Paradise The Ultimate Box,Rayman Legends,Unturned,Killing Floor,Grand Theft Auto V,Universe Sandbox,RACE 07,Tropico 3 Absolute Power,Resident Evil 6 / Biohazard 6,F1 2012,Deus Ex Human Revolution - The Missing Link
260538236,Robocraft,Team Fortress 2,7 Days to Die,Unturned,Everlasting Summer,Garry's Mod,CastleMiner Z,The Elder Scrolls V Skyrim,Counter-Strike Nexon Zombies,Call of Duty World at War,Dirty Bomb,Call of Duty Modern Warfare 3 - Multiplayer,No More Room in Hell,Counter-Strike Source,Toribash,Sid Meier's Civilization V,Aftermath,Left 4 Dead 2,WARMODE,Fistful of Frags
83681553,Grand Theft Auto V,GRID 2,Just Cause 2,BioShock Infinite,The Forest,Portal,Kerbal Space Program,Middle-earth Shadow of Mordor,BioShock,The Witcher Enhanced Edition,Clicker Heroes,Don't Starve,The Witcher 2 Assassins of Kings Enhanced Edition,Starbound,Call of Duty Modern Warfare 3,The Witcher 3 Wild Hunt,ARK Survival Evolved,Magicka,Tomb Raider,Castle Crashers
167815968,Saints Row IV,TERA,7 Days to Die,SMITE,Spore,Saints Row The Third,Dead Island,Evolve,METAL GEAR SOLID V THE PHANTOM PAIN,Magic 2014,Dying Light,Killing Floor,Dead Island Riptide,Sakura Clicker,Loadout,METAL GEAR SOLID V GROUND ZEROES,South Park The Stick of Truth,Killing Floor 2,HuniePop,Call of Duty Black Ops II - Multiplayer
7955670,Left 4 Dead 2,Counter-Strike,Team Fortress 2,Counter-Strike Global Offensive,The Elder Scrolls V Skyrim,Mafia II,Counter-Strike Source,Fallout New Vegas,Counter-Strike Condition Zero,Counter-Strike Condition Zero Deleted Scenes,Alien Swarm,Day of Defeat Source,PAYDAY The Heist,Left 4 Dead,PAYDAY 2,Call of Duty Modern Warfare 2 - Multiplayer,Unturned,Sid Meier's Civilization V,Warframe,Call of Duty Modern Warfare 2
88035166,Rocket League,Portal,Call of Duty Black Ops - Multiplayer,Portal 2,Castle Crashers,Call of Duty Black Ops,Half-Life 2 Episode Two,Torchlight II,DRAGON BALL XENOVERSE,Call of Duty Modern Warfare 2 - Multiplayer,Half-Life 2,BattleBlock Theater,LEGO MARVEL Super Heroes,The Binding of Isaac,Age of Empires II HD Edition,Rome Total War,Scribblenauts Unlimited,NBA 2K15,Risk of Rain,FEZ
54637394,Torchlight II,Borderlands 2,Portal,Left 4 Dead,The Elder Scrolls V Skyrim,Far Cry 3,Borderlands,BioShock Infinite,Counter-Strike,Terraria,Half-Life 2 Episode One,Grand Theft Auto IV,Sid Meier's Civilization V,Portal 2,Saints Row The Third,Half-Life 2 Episode Two,PAYDAY 2,Half-Life Source,Battlefield Bad Company 2,Dead Island
84883272,Deus Ex Human Revolution,Half-Life 2,Mass Effect 2,Portal,Portal 2,Plants vs. Zombies Game of the Year,Half-Life 2 Episode One,Mass Effect,Torchlight II,The Binding of Isaac,Age of Empires II HD Edition,Orcs Must Die!,Half-Life 2 Episode Two,Age of Empires III Complete Collection,Super Meat Boy,Guns of Icarus Online,The Walking Dead,Bastion,Defense Grid The Awakening,VVVVVV
211454678,Grand Theft Auto V,FreeStyle2 Street Basketball,BattleBlock Theater,Brawlhalla,Saints Row IV,Call of Duty Black Ops III,Call of Duty Advanced Warfare - Multiplayer,Serious Sam HD The Second Encounter,Neverwinter,Dead Island Epidemic,Trove,SMITE,Besiege,Watch_Dogs,Rocket League,Firefall,Magicka Wizard Wars,Dead Island,Killing Floor,Dead Island Riptide
216088282,Unturned,Counter-Strike Nexon Zombies,No More Room in Hell,Trove,BLOCKADE 3D,Dirty Bomb,Tom Clancy's Ghost Recon Phantoms - NA,APB Reloaded,Warface,Heroes & Generals,WARMODE,The Forest,Aftermath,Toribash,Defiance,GunZ 2 The Second Duel,theHunter,Loadout,Firefall,Dead Island Epidemic
110546460,Day of Defeat Source,Age of Empires II HD Edition,Insurgency,Team Fortress 2,Total War SHOGUN 2,Counter-Strike Source,Counter-Strike Global Offensive,Rome Total War,Rising Storm/Red Orchestra 2 Multiplayer,Hitman Absolution,Football Manager 2016,Call of Duty Modern Warfare 2 - Multiplayer,Counter-Strike,Dota 2,PAYDAY The Heist,Natural Selection 2,PAYDAY 2,Left 4 Dead 2,Sid Meier's Civilization V,The Lord of the Rings War in the North
212915541,Dota 2,Team Fortress 2,Garry's Mod,Warframe,Counter-Strike Global Offensive,Sid Meier's Civilization V,The Elder Scrolls V Skyrim,Counter-Strike Source,Counter-Strike,FreeStyle2 Street Basketball,Left 4 Dead 2,Empire Total War,Clicker Heroes,War Thunder,Trove,Company of Heroes (New Steam Version),Free to Play,Natural Selection 2,Football Manager 2015,Grand Theft Auto V
162076421,FreeStyle2 Street Basketball,Dota 2,World of Guns Gun Disassembly,Magic Duels,Euro Truck Simulator 2,Call of Duty Black Ops III,Ori and the Blind Forest,Counter-Strike Global Offensive,GRID 2,Batman Arkham Origins,DmC Devil May Cry,Loadout,Castle Crashers,Resident Evil 6 / Biohazard 6,DARK SOULS II,BattleBlock Theater,War Thunder,Insurgency,Red Crucible Firestorm,Clicker Heroes
26027937,Left 4 Dead 2,Age of Empires II HD Edition,The Elder Scrolls V Skyrim,"Papers, Please",Undertale,Everlasting Summer,Fallout New Vegas,Counter-Strike Global Offensive,Team Fortress 2,Counter-Strike Source,Half-Life 2 Deathmatch,Guns of Icarus Online,Mark of the Ninja,Age of Empires III Complete Collection,Rust,Amnesia The Dark Descent,Worms Revolution,Left 4 Dead,Alice Madness Returns,Hotline Miami
57271785,Counter-Strike,Counter-Strike Condition Zero,PAYDAY 2,Counter-Strike Condition Zero Deleted Scenes,Left 4 Dead 2,Day of Defeat,Counter-Strike Source,Terraria,Garry's Mod,Fallout New Vegas,Day of Defeat Source,Team Fortress 2,DayZ,War Thunder,Fallout 4,The Elder Scrolls V Skyrim,Mafia II,Rust,Half-Life 2 Deathmatch,Alien Swarm
118792304,Portal 2,Portal,Borderlands 2,Sid Meier's Civilization V,H1Z1,Warframe,Call of Duty Modern Warfare 3 - Multiplayer,ARK Survival Evolved,Garry's Mod,Cities Skylines,Rocket League,Grand Theft Auto IV,Left 4 Dead 2,Call of Duty Modern Warfare 3,Arma 3,Torchlight II,Team Fortress 2,Killing Floor,The Elder Scrolls V Skyrim,Goat Simulator
46607365,XCOM Enemy Unknown,Alien Swarm,Tropico 5,Age of Empires III Complete Collection,"Warhammer 40,000 Dawn of War II - Chaos Rising",Total War SHOGUN 2,"Warhammer 40,000 Dawn of War II","Warhammer 40,000 Dawn of War II  Retribution",Fallout New Vegas,The Elder Scrolls V Skyrim,Endless Space,"Warhammer 40,000 Space Marine",Cities Skylines,Dragon Age Origins,NOBUNAGA'S AMBITION Sphere of Influence,Pillars of Eternity,The Lord of the Rings War in the North,Orcs Must Die!,Sid Meier's Civilization Beyond Earth,Torchlight
117345810,Marvel Heroes 2015,Neverwinter,Half-Life 2,Chivalry Medieval Warfare,Awesomenauts,Call of Duty Black Ops,Battlefield Bad Company 2,TERA,PlanetSide 2,Path of Exile,Portal 2,Dead Island Riptide,DC Universe Online,Portal,Don't Starve,Call of Duty Black Ops - Multiplayer,Hitman Absolution,The Binding of Isaac,Magicka Wizard Wars,Borderlands The Pre-Sequel
19085114,Cities Skylines,The Binding of Isaac Rebirth,ARK Survival Evolved,Grand Theft Auto V,Kerbal Space Program,Dying Light,Infestation Survivor Stories,Call of Duty 4 Modern Warfare,Saints Row IV,Duke Nukem Forever,Dead Island,Mafia II,H1Z1,Pillars of Eternity,Wolfenstein The New Order,Red Orchestra 2 Heroes of Stalingrad - Single ...,Serious Sam HD The Second Encounter,Blacklight Retribution,Command and Conquer 3 Kane's Wrath,"Warhammer 40,000 Dawn of War  Soulstorm"
295480706,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
182825830,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
94110492,Age of Empires II HD Edition,Saints Row The Third,Dragon Age Origins,STAR WARS Knights of the Old Republic II The S...,Tropico 4,Anno 2070,METAL GEAR SOLID V THE PHANTOM PAIN,Total War SHOGUN 2,The Witcher Enhanced Edition,This War of Mine,Fallout 3 - Game of the Year Edition,Star Trek Online,Star Wars Knights of the Old Republic,BioShock,Left 4 Dead,Assassin's Creed IV Black Flag,7 Days to Die,Fallout New Vegas,The Elder Scrolls V Skyrim,Prison Architect
136246724,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
152497084,Loadout,Dead Island,Mortal Kombat X,Resident Evil 6 / Biohazard 6,Grand Theft Auto V,Dying Light,Saints Row 2,Thief,FINAL FANTASY XIII,Mortal Kombat Komplete Edition,Saints Row The Third,Middle-earth Shadow of Mordor,Wolfenstein The New Order,Metro Last Light,Batman Arkham Knight,SMITE,Saints Row IV,Life Is Strange,Tom Clancy's Splinter Cell Blacklist,L.A. Noire
44866715,PlanetSide 2,Rust,Left 4 Dead 2,Path of Exile,Alien Swarm,Magicka Wizard Wars,The Mighty Quest For Epic Loot,Fallout New Vegas,ArcheAge,Heroes & Generals,AdVenture Capitalist,Neverwinter,HAWKEN,Marvel Heroes 2015,Strife,Nosgoth,Survarium,The Elder Scrolls V Skyrim,Tom Clancy's Ghost Recon Phantoms - NA,War Thunder
161772384,Counter-Strike Global Offensive,FreeStyle2 Street Basketball,Unturned,Euro Truck Simulator 2,Rocket League,Sid Meier's Civilization V,Left 4 Dead 2,H1Z1,Arma 2 Operation Arrowhead,PAYDAY The Heist,The Elder Scrolls V Skyrim,GRID 2,Call of Duty Black Ops III,Dota 2,Robocraft,Trove,DayZ,Tomb Raider,No More Room in Hell,Fallout New Vegas
126522515,DC Universe Online,Portal 2,Chivalry Medieval Warfare,PAYDAY The Heist,Dirty Bomb,Sniper Elite V2,PAYDAY 2,Borderlands 2,Team Fortress 2,Sid Meier's Civilization V,Half-Life 2,PlanetSide 2,Call of Duty Modern Warfare 3 - Multiplayer,Clicker Heroes,Alien Swarm,Robocraft,Infestation Survivor Stories,Warframe,Trove,The Elder Scrolls V Skyrim
122444332,Unturned,DARK SOULS II,METAL GEAR SOLID V THE PHANTOM PAIN,Tomb Raider,Metro Last Light,DmC Devil May Cry,The Evil Within,METAL GEAR SOLID V GROUND ZEROES,BioShock Infinite,METAL GEAR RISING REVENGEANCE,Assassin's Creed IV Black Flag,Evolve,Fallout 4,Injustice Gods Among Us Ultimate Edition,Divinity Original Sin,Alan Wake,The Witcher 2 Assassins of Kings Enhanced Edition,Resident Evil 6 / Biohazard 6,The Witcher 3 Wild Hunt,7 Days to Die
24858005,Call of Duty Black Ops,Call of Duty Modern Warfare 2,Call of Duty Black Ops - Multiplayer,Half-Life 2,Left 4 Dead,Portal,Half-Life 2 Episode Two,Call of Duty Modern Warfare 2 - Multiplayer,Half-Life 2 Episode One,Call of Duty Modern Warfare 3,Sniper Elite V2,Sleeping Dogs,Hitman Absolution,Battlefield Bad Company 2,Portal 2,Saints Row The Third,Batman Arkham City GOTY,Counter-Strike Condition Zero,Batman Arkham Asylum GOTY Edition,Half-Life 2 Lost Coast
123101539,Left 4 Dead,Age of Empires II HD Edition,The Witcher Enhanced Edition,L.A. Noire,PAYDAY 2,Supreme Commander 2,Fallout 3 - Game of the Year Edition,Tropico 4,Galactic Civilizations II Ultimate Edition,Fallout New Vegas,Hitman Absolution,The Walking Dead Season Two,Darksiders II,BioShock Infinite,LEGO MARVEL Super Heroes,Thief,Spore,Far Cry 3,Life Is Strange,Middle-earth Shadow of Mordor
46030552,Left 4 Dead 2,The Elder Scrolls V Skyrim,Team Fortress 2,Counter-Strike Global Offensive,Counter-Strike Source,Sid Meier's Civilization V,PAYDAY 2,Counter-Strike,Garry's Mod,Dota 2,Warframe,Rust,Fallout New Vegas,War Thunder,Terraria,Half-Life 2 Deathmatch,DayZ,Heroes & Generals,Arma 2 Operation Arrowhead,Unturned
80098179,Call of Duty Modern Warfare 3,Call of Duty Modern Warfare 3 - Multiplayer,Aliens vs. Predator,Call of Duty Modern Warfare 2 - Multiplayer,Portal 2,H1Z1,Sniper Elite V2,Call of Duty Black Ops II - Multiplayer,Star Trek Online,7 Days to Die,Killing Floor,Call of Duty Modern Warfare 2,Unturned,Left 4 Dead,Saints Row The Third,Portal,Call of Duty Black Ops II - Zombies,Left 4 Dead 2,Star Conflict,Batman Arkham City GOTY
66592754,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
85497862,Half-Life 2,Age of Empires II HD Edition,Call of Duty Black Ops,The Binding of Isaac,Half-Life 2 Episode One,Chivalry Medieval Warfare,DRAGON BALL XENOVERSE,Portal 2,Saints Row The Third,Sniper Elite V2,Portal,Borderlands The Pre-Sequel,Half-Life 2 Episode Two,HAWKEN,Saints Row IV,Risk of Rain,Torchlight II,Source Filmmaker,Deus Ex Human Revolution,Call of Duty Black Ops - Multiplayer
51557405,Mafia II,Age of Empires II HD Edition,Unturned,The Walking Dead,Alan Wake,Fallout 3 - Game of the Year Edition,Assassin's Creed IV Black Flag,Assassin's Creed,Assassin's Creed Revelations,Assassin's Creed Brotherhood,Age of Empires III Complete Collection,The Stanley Parable,Dark Souls Prepare to Die Edition,Arma 2 Operation Arrowhead,Plants vs. Zombies Game of the Year,Overlord II,Portal,EVE Online,Assassin's Creed II,BioShock
201680419,Dota 2,Team Fortress 2,Garry's Mod,Warframe,Counter-Strike Global Offensive,Sid Meier's Civilization V,The Elder Scrolls V Skyrim,Counter-Strike Source,Counter-Strike,FreeStyle2 Street Basketball,Left 4 Dead 2,Empire Total War,Clicker Heroes,War Thunder,Trove,Natural Selection 2,Company of Heroes (New Steam Version),Free to Play,Football Manager 2015,Grand Theft Auto V
82174211,Left 4 Dead 2,The Elder Scrolls V Skyrim,Alien Swarm,Rust,Sid Meier's Civilization V,Fallout New Vegas,Age of Empires II HD Edition,Portal 2,Portal,Left 4 Dead,Half-Life 2,XCOM Enemy Unknown,Team Fortress 2,PAYDAY 2,Dungeon Defenders,Counter-Strike Source,DayZ,Counter-Strike Global Offensive,Terraria,Borderlands 2
180901075,RACE 07,Tom Clancy's Ghost Recon Phantoms - EU,Tactical Intervention,BattleBlock Theater,The Binding of Isaac,Dino D-Day,BLOCKADE 3D,Castle Crashers,Counter-Strike Condition Zero,AdVenture Capitalist,Dungeons & Dragons Online,Counter-Strike Nexon Zombies,Counter-Strike,Afterfall InSanity Extended Edition,Half-Life 2,Left 4 Dead 2,Day of Defeat,Knights and Merchants,No More Room in Hell,Nosgoth
63615483,Call of Duty Black Ops,Tom Clancy's Ghost Recon Phantoms - EU,Mortal Kombat X,Grand Theft Auto V,R.U.S.E,Just Cause 2,Sniper Ghost Warrior,War Thunder,Warface,RaceRoom Racing Experience,Serious Sam HD The Second Encounter,Nosgoth,Mortal Kombat Komplete Edition,Grand Theft Auto Episodes from Liberty City,Far Cry 4,The Forest,Dying Light,DiRT 3,Day of Defeat Source,Defiance
99713453,PAYDAY The Heist,Brawlhalla,Mount & Blade Warband,Unturned,Star Trek Online,Rising Storm/Red Orchestra 2 Multiplayer,Uncharted Waters Online Gran Atlas,The Binding of Isaac,Mount & Blade With Fire and Sword,Hitman Absolution,Rome Total War,Verdun,Don't Starve Together Beta,X-COM Apocalypse,Counter-Strike Nexon Zombies,Half-Life 2,Tropico 3 - Steam Special Edition,Homefront,Don't Starve,RollerCoaster Tycoon 3 Platinum!
